sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:measurementUnit,ADD_INFO:sourceConceptId,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptClass,ADD_INFO:sourceDomain,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:Valuepercentiles,ADD_INFO:omopQuantity,ADD_INFO:testNameAbbreviation,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
"koivunsiitepöly(t3),ige-vasta-aineet(7015s-koivue)[u/ml]","koivunsiitepöly(t3),ige-vasta-aineet(7015s-koivue)[u/ml]",0,,u/ml,2002403096,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"koivunsiitepöly(t3),ige-vasta-aineet(7015s-koivue)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
kystatiinic(kysc)[mg/l],kystatiinic(kysc)[mg/l],0,,mg/l,2002403209,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,kystatiinic(kysc),0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
lamp.liha[u/ml],lamp.liha[u/ml],0,,u/ml,2002403412,"Lampaanliha, IgE vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,lamp.liha,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"lehmänmaito,ige-va:t(s-)[u/ml]","lehmänmaito,ige-va:t(s-)[u/ml]",0,,u/ml,2002403429,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"lehmänmaito,ige-va:t(s-)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"li-beeta-amyloidi42proteiini,likvor[ng/l]","li-beeta-amyloidi42proteiini,likvor[ng/l]",0,,ng/l,2002403470,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,"li-beeta-amyloidi42proteiini,likvor",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3042810,Amyloid beta 42 peptide [Mass/volume] in Cerebral spinal fluid,Measurement,MAPS_TO,,Javier,1717545600000,
m.faeni[mg/l],m.faeni[mg/l],0,,mg/l,2002403678,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,m.faeni,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-cpr-o[mg/l],p-cpr-o[mg/l],0,,mg/l,2002404144,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-cpr-o,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-inr(pikamittari)[inr],p-inr(pikamittari)[inr],0,,inr,2002404398,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Relative time,p-inr(pikamittari),0,APPROVED,UNREVIEWED,Tarja,1717545600000,3032080,INR in Blood by Coagulation assay,Measurement,MAPS_TO,,Javier,1717545600000,
p-ver-abti[titre],p-ver-abti[titre],0,,titre,2002404873,"P-Veriryhmä, spesifi vasta-aine, titteri",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-ver-abti,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"prealbumiini,seerumista[g/l]","prealbumiini,seerumista[g/l]",0,,g/l,2002405111,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,"prealbumiini,seerumista",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3013742,Prealbumin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
pÖly-ss[u/ml],pÖly-ss[u/ml],0,,u/ml,2002405338,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,pÖly-ss,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
pölyt-ss[u/ml],pölyt-ss[u/ml],0,,u/ml,2002405359,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,pölyt-ss,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-alfa-1-globuliini[%],s-alfa-1-globuliini[%],0,,%,2002405577,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-alfa-1-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-alfa-1-globuliini[g/l],s-alfa-1-globuliini[g/l],0,,g/l,2002405578,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-alfa-1-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-alfa-2-globuliini[%],s-alfa-2-globuliini[%],0,,%,2002405584,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-alfa-2-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-alfa-2-globuliini[g/l],s-alfa-2-globuliini[g/l],0,,g/l,2002405585,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-alfa-2-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-amyltot[u/l],s-amyltot[u/l],0,,u/l,2002405722,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Catalytic Concentration,s-amyltot,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3016771,Amylase [Enzymatic activity/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-aspnige[u/ml],s-aspnige[u/ml],0,,u/ml,2002405773,"S -Aspergillus niger (m207), IgE-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-aspnige,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-beeta-1-globuliini[%],s-beeta-1-globuliini[%],0,,%,2002405820,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-beeta-1-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-beeta-1-globuliini[g/l],s-beeta-1-globuliini[g/l],0,,g/l,2002405821,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-beeta-1-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-beeta-2-globuliini[%],s-beeta-2-globuliini[%],0,,%,2002405825,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-beeta-2-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-beeta-2-globuliini[g/l],s-beeta-2-globuliini[g/l],0,,g/l,2002405826,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-beeta-2-globuliini,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-bp180ab[u/ml],s-bp180ab[u/ml],0,,u/ml,2002405914,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-bp180ab,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-ca-albkosatutkimus[mmol/l],s-ca-albkosatutkimus[mmol/l],0,,mmol/l,2002405961,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-ca-albkosatutkimus,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-home1e[u/ml],s-home1e[u/ml],0,,u/ml,2002406632,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-home1e,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-immunoglobuliinie(pi)[u/ml],s-immunoglobuliinie(pi)[u/ml],0,,u/ml,2002406756,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,s-immunoglobuliinie(pi),0,APPROVED,UNREVIEWED,Tarja,1717545600000,3005322,IgE [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-koirhile[u/ml],s-koirhile[u/ml],0,,u/ml,2002406971,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-koirhile,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-kotipöe[u/ml],s-kotipöe[u/ml],0,,u/ml,2002407032,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-kotipöe,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-kreatiinikinaasi,mm-isoentsyymit[u/l]","s-kreatiinikinaasi,mm-isoentsyymit[u/l]",0,,u/l,2002407041,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-kreatiinikinaasi,mm-isoentsyymit",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-normet[u/ml],s-normet[u/ml],0,,u/ml,2002407402,S -Normetanefriini,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Substance Concentration,s-normet,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3026179,Normetanephrine [Moles/volume] in Serum or Plasma,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
s-rgadc1[u/ml],s-rgadc1[u/ml],0,,u/ml,2002407783,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-rgadc1,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-rhd-ab[iu/ml],s-rhd-ab[iu/ml],0,,iu/ml,2002407786,"S -Rh, D-antigeeni, vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-rhd-ab,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-sakspä[u/ml],s-sakspä[u/ml],0,,u/ml,2002407890,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-sakspä,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-tfr[mg],s-tfr[mg],0,,mg,2002408113,"S -Transferriinireseptori, liukoinen",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,s-tfr,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3015399,Transferrin receptor.soluble [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
u-albumiinimikroalbuminuriavm.[ml],u-albumiinimikroalbuminuriavm.[ml],0,,ml,2002408821,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,u-albumiinimikroalbuminuriavm.,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
ub-eos[e9/l],ub-eos[e9/l],0,,e9/l,2002409194,uB-Eosinofiilit,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,ub-eos,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
ub-neut[e9/l],ub-neut[e9/l],0,,e9/l,2002409208,uB-Neutrofiilit,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,ub-neut,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
-hiv1nh[u/ml],-hiv1nh[u/ml],0,,u/ml,2002400188,"-HI-virus-1, nukleiinihappo (kvant)",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,-hiv1nh,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
120mkorso[nmol/l],120mkorso[nmol/l],0,,nmol/l,2002400293,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,120mkorso,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
1hgluk[nmol/l],1hgluk[nmol/l],0,,nmol/l,2002400311,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,1hgluk,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
30mkorsol[nmol/l],30mkorsol[nmol/l],0,,nmol/l,2002400359,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,30mkorsol,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
4hgluk[mmol/l],4hgluk[mmol/l],0,,mmol/l,2002400368,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,4hgluk,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
as-ace[u/l],as-ace[u/l],0,,u/l,2002400766,As-Angiotensiini-1-konvertaasi,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Catalytic Concentration,as-ace,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3039179,Angiotensin converting enzyme [Enzymatic activity/volume] in Peritoneal fluid,Measurement,MAPS_TO,,Javier,1717545600000,
b-hb-hoi[g/l],b-hb-hoi[g/l],0,,g/l,2002401099,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,b-hb-hoi,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
b-pct[ug/l],b-pct[ug/l],0,,ug/l,2002401395,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,b-pct,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3046279,Procalcitonin [Mass/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
ca15-3antigeeni[u/ml],ca15-3antigeeni[u/ml],0,,u/ml,2002401717,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,ca15-3antigeeni,0,APPROVED,UNREVIEWED,Tarja,1717545600000,3006588,Cancer Ag 15-3 [Units/volume] in Serum or Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
d.microcer[u/ml],d.microcer[u/ml],0,,u/ml,2002401919,"Dermatophagoides microcereas, IgE vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,d.microcer,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"e-rdw,osatutkimus(e-rdw)[mmol/l]","e-rdw,osatutkimus(e-rdw)[mmol/l]",0,,mmol/l,2002402166,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Ratio,"e-rdw,osatutkimus(e-rdw)",0,FLAGGED,UNREVIEWED,Tarja,1717545600000,3019897,Erythrocyte distribution width [Ratio] by Automated count,Measurement,MAPS_TO,ERROR; Units: Units dont match quantity,Javier,1717545600000,
e–retik(ko)[%],e–retik(ko)[%],0,,%,2002402257,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,e–retik(ko),0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
fb-b1-vitamiini(ko)[nmol/l],fb-b1-vitamiini(ko)[nmol/l],0,,nmol/l,2002402288,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,fb-b1-vitamiini(ko),0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"fp-rauta,plasmasta,paastotilassa[umol/l]","fp-rauta,plasmasta,paastotilassa[umol/l]",0,,umol/l,2002402500,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"fp-rauta,plasmasta,paastotilassa",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"fp-reniini,konsentraatio[mu/l]","fp-reniini,konsentraatio[mu/l]",0,,mu/l,2002402502,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,"fp-reniini,konsentraatio",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3011985,Renin [Units/volume] in Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
"hemoglobiini,ulosteenveri[ug/g]","hemoglobiini,ulosteenveri[ug/g]",0,,ug/g,2002402861,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"hemoglobiini,ulosteenveri",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
järviruoko[u/ml],järviruoko[u/ml],0,,u/ml,2002402983,"Järviruoko, IgE vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,järviruoko,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"koiranhilse(e5),ige-vasta-aineet(7040s-koirae)[u/ml]","koiranhilse(e5),ige-vasta-aineet(7040s-koirae)[u/ml]",0,,u/ml,2002403086,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"koiranhilse(e5),ige-vasta-aineet(7040s-koirae)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
li-ba42/40[ng/l],li-ba42/40[ng/l],0,,ng/l,2002403466,BAm42/BAm40 suhdeluku,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Ratio,li-ba42/40,0,FLAGGED,UNREVIEWED,Tarja,1717545600000,1617024,Amyloid beta 42 peptide/Amyloid beta 40 peptide [Mass Ratio] in Cerebral spinal fluid,Measurement,MAPS_TO,,Javier,1717545600000,
li-vzvabg[miu/ml],li-vzvabg[miu/ml],0,,miu/ml,2002403567,"Li-Vesirokkovirus, IgG-vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,li-vzvabg,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,40761849,Varicella zoster virus IgG Ab [Units/volume] in Cerebral spinal fluid by Immunoassay,Measurement,MAPS_TO,,Javier,1717545600000,
"lipaasi,plasmasta,paastotilassa[u/l]","lipaasi,plasmasta,paastotilassa[u/l]",0,,u/l,2002403585,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"lipaasi,plasmasta,paastotilassa",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"maito(f2),ige-vasta-aineet[u/ml]","maito(f2),ige-vasta-aineet[u/ml]",0,,u/ml,2002403697,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"maito(f2),ige-vasta-aineet",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
manteli[mm],manteli[mm],0,,mm,2002403715,"Manteli, IgE vasta-aineet, 5.9.19/tal.",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,manteli,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-f8[%],p-f8[%],0,,%,2002404189,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-f8,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"p-fibriinidimeerit,osoittaminen(kval)[mg/l]","p-fibriinidimeerit,osoittaminen(kval)[mg/l]",0,,mg/l,2002404204,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"p-fibriinidimeerit,osoittaminen(kval)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"p-glukoosi,60min-näyterasituksessa[mmol/l]","p-glukoosi,60min-näyterasituksessa[mmol/l]",0,,mmol/l,2002404340,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Substance Concentration,"p-glukoosi,60min-näyterasituksessa",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3015024,Glucose [Moles/volume] in Serum or Plasma --1 hour post dose glucose,Measurement,MAPS_TO,,Javier,1717545600000,
p-hyytymistekijäviii[%],p-hyytymistekijäviii[%],0,,%,2002404382,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-hyytymistekijäviii,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
p-lh/20[u/l],p-lh/20[u/l],0,,u/l,2002404549,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,p-lh/20,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"p-troponiinit,pika[ng/l]","p-troponiinit,pika[ng/l]",0,,ng/l,2002404812,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"p-troponiinit,pika",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
pinjansiem[u/ml],pinjansiem[u/ml],0,,u/ml,2002405085,"Pinjansiemen, IgE vasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,pinjansiem,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"rauta,seerumista,paastonäyte[umol/l]","rauta,seerumista,paastonäyte[umol/l]",0,,umol/l,2002405376,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"rauta,seerumista,paastonäyte",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"reniini,konsentraatio,plasmasta[mu/l]","reniini,konsentraatio,plasmasta[mu/l]",0,,mu/l,2002405388,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Arbitrary Concentration,"reniini,konsentraatio,plasmasta",0,APPROVED,UNREVIEWED,Tarja,1717545600000,3011985,Renin [Units/volume] in Plasma,Measurement,MAPS_TO,,Javier,1717545600000,
s-afos(isoentsyymeihinliittyvä)[u/l],s-afos(isoentsyymeihinliittyvä)[u/l],0,,u/l,2002405509,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-afos(isoentsyymeihinliittyvä),0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-alkalinenfosfataasi,suolistoper.isoentsyymi(elektrof)[u/l]","s-alkalinenfosfataasi,suolistoper.isoentsyymi(elektrof)[u/l]",0,,u/l,2002405601,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-alkalinenfosfataasi,suolistoper.isoentsyymi(elektrof)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-allige,kala(turska)/fisk(torsk)[u/ml]","s-allige,kala(turska)/fisk(torsk)[u/ml]",0,,u/ml,2002405627,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-allige,kala(turska)/fisk(torsk)",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-asfuabg[mg/l],s-asfuabg[mg/l],0,,mg/l,2002405762,"Aspergillus fumigatus, IgGvasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,s-asfuabg,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,3013803,Aspergillus fumigatus IgG Ab [Mass/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
s-asveabg[mg/l],s-asveabg[mg/l],0,,mg/l,2002405784,"Aspergillus versicolor, IgGvasta-aineet",LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,Mass Concentration,s-asveabg,0,APPROVED,UNREVIEWED,FinOMOP,1717545600000,40762473,Aspergillus versicolor IgG Ab [Mass/volume] in Serum,Measurement,MAPS_TO,,Javier,1717545600000,
"s-chlamydiapneumoniae,igmvasta-aineet[index]","s-chlamydiapneumoniae,igmvasta-aineet[index]",0,,index,2002406042,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-chlamydiapneumoniae,igmvasta-aineet",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
"s-hepatitisbvirus,s-antigeeni,vasta-aineet[u/l]","s-hepatitisbvirus,s-antigeeni,vasta-aineet[u/l]",0,,u/l,2002406582,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,"s-hepatitisbvirus,s-antigeeni,vasta-aineet",0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
s-jyrsryh[u/ml],s-jyrsryh[u/ml],0,,u/ml,2002406820,,LABfi_ALL Level 0,Measurement,1970-01-01T00:00:00Z,2099-12-31T00:00:00Z,,,s-jyrsryh,0,UNCHECKED,UNREVIEWED,Tarja,1717545600000,0,Unmapped,,MAPS_TO,,,0,
