OMOP Concept ID	Lab test ID	Lab test abbreviation	Lab test unit
NA	9749	s-dvenlaf	nmol/l
NA	41	"testosteroni	vapaa
NA	2145	u-kreatiniiniosatutkimus	mmol/l
NA	7036341	fp-cga	binary
NA	601	mono	binary
NA	10731	"-alfa-1-globuliini	elektroforeesifraktio
NA	9261	"testosteroni	vapaalaskettu"
NA	9355	"s-ige-sse	eläinryhmä/djur"
NA	637306	u-huumtof	binary
NA	607701	infanho	binary
NA	601	b-leukpä	e9/l
NA	9906	virtsanpalladium	NA
NA	7355763	p-larvvct	binary
NA	4174	u-trypg2	µg/l
NA	9752	s-afosmx	u/l
NA	619007	s-ssbab.	binary
NA	3009284	b-cd3	binary
NA	2791	b-trombos	binary
NA	1416	fs-folat	binary
NA	2095	fs-tth2	mmol/l
NA	23313	b-tromsit	e9/l
NA	2034	s-karsinoembryonaalinenantigeeni(ko)	µg/l
NA	45319	p-krea.	binary
NA	3873	du-mta	µmol/24h
NA	924	njur.epit	binary
NA	1629382	pt-apri	NA
NA	10310	s-c-pept	binary
NA	651664	s-rjugr1e	binary
NA	4113	p-fiddpik	form
NA	2507	s-prolaktiini	miu/l
NA	49411	streptococcuspneumoniaenukleiinihappo	binary
NA	9409	"s-allige	hasselpähkinä/hasselnöt"
NA	8659	"ps-streptokokki	viljelytunnistus"
NA	61288	b-hba1c/p	mmol/mol
NA	387	s-tattare	u/ml
NA	7033986	s-t4-vd	pmol/l
NA	2616	"seleeni	seerumi"
NA	20181	tebi	binary
NA	9213	"-kalsium	ionisoitunut
NA	6403	"koriongonadotropiini	totaali
NA	61216	plasmanc-reaktiivinenproteiiniosoitus	mmol/l
NA	12015	cb-be-mi	mmol/l
NA	9221	"vesirokkovirus	iggvasta-aineet"
NA	7354841	s-ketiap	nmol/l
NA	603986	koll/adp	binary
NA	9989	"9989glutamyylitransferaasi	plasmasta"
NA	1489	fs-tth2	u/l
NA	4173	s-trypg2	binary
NA	9019	b-ghba1c/	%
NA	1103592	s-tati	nmol/l
NA	6451	"s-testosteroni	vapaa
NA	344	myel	NA
NA	3815	"s-hepatiitticvirus	vasta-aineet"
NA	10183	b-pkdp-d	binary
NA	9308	s-luu	binary
NA	8279	vb-hb-met	NA
NA	6335	b-hb-fc	%
NA	5701	"allergeeniigevasta-aineet	suunn.seul.
NA	1461	as-gluk	binary
NA	601446	s-t4-vd	pmol/l
NA	3000470	s-banaane	u/ml
NA	637854	s-c-pept	binary
NA	605708	s-turskae	u/ml
NA	641405	s-lohie	binary
NA	1002500	p-fv	binary
NA	9165	s-gh-60m	µg/l
NA	214	u-tml-o	binary
NA	7355684	p-fii	binary
NA	157	kaninepit	u/ml
NA	2248	"fs-lipoproteiini	apob"
NA	304	gluk	NA
NA	8276	vb-o2-sis	NA
NA	18904	ub-monos	e9/l
NA	621298	s-paprike	binary
NA	3001702	s-insu-ab	u/ml
NA	8201	s-sertoab	au/ml
NA	613459	b-d-dimer	binary
NA	110	troponiinipikatesti	binary
NA	8819	-korhku1	binary
NA	101994	du-k	binary
NA	14350	s-bta-2-fraktio	g/l
NA	8999	s-pähcome	binary
NA	10095	s-prostataspesifinenantigeenit	binary
NA	13504	s-rglym4e	binary
NA	2456	-para-o	binary
NA	10178	s-rcor14e	u/ml
NA	20825	pt-penthoi	binary
NA	305	u-veri(kval)	binary
NA	514780	u-cr(virtsankromi)	µmol/l
NA	613211	-hivabct	binary
NA	35	s-pensppe	u/ml
NA	2027	s-karbam	binary
NA	1481	e-g6pd	ku/molhb
NA	631478	p-c3	binary
NA	601001	b-pvk+t	NA
NA	1607264	s-puumab	binary
NA	4388	li-cmvabg	binary
NA	4777	"cytomegalovirus	nukleiinihappo"
NA	53081	"s-lehmänmaito	igevasta-aineet"
NA	631436	b-mito	binary
NA	21942	ts-dnamet	binary
NA	2606732	s-mkomp-3	binary
NA	6004100	s-chtrabg	binary
NA	10054755	s-koivspe	u/ml
NA	10705	0mgh	µg/l
NA	12510	fosfatidyylientanoli	binary
NA	6434	s-lipa(lipidipakettiilmanpaastoa)	binary
NA	4560	fp-pthparathormoni	ng/l
NA	373	"u-suhteellinentiheys	osatutk.perustutkimuksissa"
NA	5400	pölyt	u/ml
NA	602367	s-campaba	titre
NA	8620	-pes.til	binary
NA	55	"u-kreatiniini	näytteenkelpoisuusu-huume-o"
NA	631677	u-albu	binary
NA	10351	"c-reaktiivinenproteiini	vieritest"
NA	21480	b-kefabat	binary
NA	1209	p-c1inh	binary
NA	3550	"reumafaktori	seerumista
NA	8789	s-borabmj	binary
NA	4169	"s-sytomegalo	igmvasta-aine"
NA	2917226	s-sakspäe	u/ml
NA	1017	p-adr	nmol/l
NA	2522	"s-proteiini	fraktiot
NA	600471	s-salmabg	binary
NA	1552	b-hemoglobiinihärmämedi	g/l
NA	10072	s-kissae	u/ml
NA	600396	p-fviii	binary
NA	12043	"s-parvovirus	vasta-aineet
NA	H005	laushetr	binary
NA	620383	b-trom-s	e9/l
NA	7130	s-ampmyre	form
NA	3612	"neutrofiiliensytoplasma-antigeeni	vast"
NA	9166	s-gh-90m	µg/l
NA	789	60mgh	µg/l
NA	638906	f-paranho	binary
NA	13795	s-hmgcrab	u/ml
NA	619383	s-testotot	binary
NA	9164	s-gh-30m	µg/l
NA	8281	vp-laktaat	NA
NA	10705	90mgh	µg/l
NA	4355	"solut	peritoneaalidialyysineste"
NA	3002464	p-pepsin1	binary
NA	7003	s-hein1er	u/ml
NA	3000364	s-tomaate	binary
NA	10322	s-ck-bb	NA
NA	1775	"s-puumalavirus	vasta-aineet"
NA	4269	"s-interleukiini-2:nresptori	liukoinen"
NA	10218	s-eläiner	u/ml
NA	7084	s-parpäh	binary
NA	8024	s-w-h:g.m	binary
NA	3003313	s-bopeabm	titre
NA	21817	s-hcvpaih	binary
NA	625645	timotee	binary
NA	4083930	u-suhti.	binary
NA	2103923	s-amylp	u/l
NA	41533	-d-dimqpik	binary
NA	4204	s-chpnabm*	binary
NA	13411	af-muutsol	%
NA	1001222	s-dhea	binary
NA	10256	s-koirae	u/ml
NA	7371743	-mygenho	binary
NA	1103	"antitrombiiniiii	plasmasta"
NA	3001366	s-e2	binary
NA	619984	f-noroag	binary
NA	3455	"u-kannabis	kvalitatiivinen"
NA	8022	s-w-h:i	titre
NA	13759	b-cmngs-d	binary
NA	23	huumeseulonta(ds5)	binary
NA	tftYDY	ylÄraajojendynaaminenlihasvoima	NA
NA	5384	s-caspähe	u/ml
NA	3557	"albumiini	keräysvirtsa"
NA	626194	tzi	NA
NA	5041	"s-allige	maapähkinä/jordnöt"
NA	54308	-rsvbnho*	binary
NA	92548	s-gliade	binary
NA	21275	s-ranao3	binary
NA	8235	as-ph	NA
NA	8821	-infah09	binary
NA	610657	s-kanalie	u/ml
NA	1606988	s-w-h:b	titre
NA	7371742	-myhonho	binary
NA	10068	s-hevabg	NA
NA	206	l-muuta	NA
NA	14140	fe-folaa1	nmol/l
NA	3002408	s-nortrip	binary
NA	18162	s-pakgas	binary
NA	10255	s-kissae	u/ml
NA	3001211	p-fix	binary
NA	628137_1	"s-psa-suh	s-psa"
NA	3000348	s-mansike	binary
NA	17204	s-metnef	u/ml
NA	20810	NA	binary
NA	4449	p-proteiinis	%
NA	10096	prostataspesifinenantigeenivapaaosuus	%
NA	9271	sukupuolihormonejasitovaglobuliini	nmol/l
NA	3967208	-rsvnho	binary
NA	619452	b-vrabgrs	binary
NA	644082	cp-keto-o	mmol/l
NA	991	amp.myrkky	binary
NA	7177	s-viljary	u/ml
NA	106334	p-vwf-akt	binary
NA	1600055	s-aspfume	binary
NA	101543_3	"vb-he-tase	vb-hco3"
NA	9163	s-gh-15m	µg/l
NA	23116	bm-alkucpt	binary
NA	7129	s-trivire	u/ml
NA	8828	-infah1	binary
NA	1606730	s-peak-1	g/l
NA	8284	vp-cl	NA
NA	415	"s-koivunsiitepöly	igevasta-aineet"
NA	6403	koriongonadotropiini(2122p-hcg)	binary
NA	4168	"s-sytomegalovirus	iggvasta-aine"
NA	9746	s-dvitamiinikromatogf	nmol/l
NA	4586	albumiini	binary
NA	9976	b-retind	NA
NA	2421	"oksalaatti	vrk-virtsa"
NA	4548	"s-sikiön21-trisomiariskinseulonta	ensimmäinentr"
NA	8898	s-rmald3e	u/ml
NA	3009264	s-w-o6.7	binary
NA	21214	b-6-me-mp	NA
NA	9348	s-legp7ab	titre
NA	21675	NA	nmol/l
NA	427	s-psa-v/t	binary
NA	6077	-aspenho	binary
NA	10462	s-aspfumg	mg/l
NA	5004	s-leppäe	binary
NA	3000380	s-tonnike	u/ml
NA	605951	s-w-o9.12	binary
NA	3008686	s-ck-mm	u/l
NA	4760	p-probnp(pi)	binary
NA	4206	u-chtrnho*	binary
NA	10705	120mgh	µg/l
NA	4426	"p-lupusantikoagulantti	dptt"
NA	7024	s-pujo	form
NA	4720	"transferriinireseptori	liukoinen"
NA	605664	s-m-komp1	binary
NA	4816	"chlamydiatrachomatisjaneisseriagonorrhoeae	nukleiinihappo(kval)"
NA	3318	s-salmabg	titre
NA	9521	du-vm	ml
NA	600034	s-desvenl	binary
NA	4251	sindbisvirusvasta-aineet(sindabm)	binary
NA	20154	s-maneile	u/ml
NA	8462	s-rprup1e	u/ml
NA	4514	fp-kalsium	binary
NA	101209	p-c1inh	binary
NA	10005	s-testovl	binary
NA	914	hypocroma	binary
NA	1628	-candvi*	binary
NA	644804	s-amh	µg/l
NA	22069	ts-ngspmt1	binary
NA	404	"s-etyleenioksidi	igevasta-aineet"
NA	626743	p-antidkv	iu/ml
NA	602184	s-ca-ion	mmol/l
NA	13	"s-keli-s	keliakiatutimussuppea"
NA	3000463	s-porkkae	u/ml
NA	5013	"s-allige	munanvalkuainen/äggvita"
NA	1939	"s-sindbisvirus	iggvasta-aineet"
NA	8413	vp-ca-ion	NA
NA	3836	s-rjugr1e	u/ml
NA	10039	p-c1q	%
NA	5193	s-as-ss	u/ml
NA	10237	ruokarfx20	u/ml
NA	11663	fosfatidyylietanoli	binary
NA	23283	"fibriinind-dimeerit	pikatesti
NA	653	s-tammie	u/ml
NA	45201	cb-inratio	NA
NA	364	s-tomaate	u/ml
NA	649140	s-rjugr1e	u/ml
NA	625	"s-immunoglobuliini	kevyetketjut
NA	50017	pt-lämpötila	c
NA	20070	s-kahvie	u/ml
NA	2443	"osmolaliteetti	seerumista"
NA	605628	s-pähpene	binary
NA	1625394	s-album	binary
NA	4056	ts-pad-3**	binary
NA	104	ghb-a1c-pi	%
NA	634718	f-mm-o	binary
NA	2658_LEUK	"sy-solut	leuk"
NA	623223	fp-reninm	mu/l
NA	21380	s-rcanf5e	u/ml
NA	3000865	sy-rf	binary
NA	3379	fs-sappihapot	µmol/l
NA	23330	"kollageenii:nbetakarboksterminaalinentelopeptidi	plasma"
NA	10067290	pt-apri	NA
NA	5003	"allige	koivu"
NA	5631	"s-soija	rglym4pr-10(rekombinantti
NA	8262	b-vgh-ml	binary
NA	4096	"s-borreliaburgdorferii	igmvasta-aineet"
NA	5234	"s-saksanpähkinä	igevasta-aineet"
NA	1002554	b-pyruv	binary
NA	X2473	"b-perusverenkuva	paketti(erytrosyytit
NA	10757	p-inr-vt*	binary
NA	5389	cb-ahco3*	binary
NA	634717	f-kystat	binary
NA	9010	as-bil	µmol/l
NA	3003312	s-bopeabg	titre
NA	10833	b-pvk+t+r	binary
NA	626833	s-pujospe	u/ml
NA	1000519	kalat	binary
NA	50523	ly-cd19-b*	%
NA	25058	li-ebvnh	u/ml
NA	13904	"ulosteenbakteeripatogeenit	nukleiinihapoosoitus(pcr)"
NA	22081	ly-cd4-t*	%
NA	141	s-leppäe	u/ml
NA	647382	-infabrs	binary
NA	9372	s-hevonen	binary
NA	622472	s-dsgab	binary
NA	1000738	s-morb-abg	titre
NA	9049	-crl	binary
NA	8100	fibriinind-dimeeritosoituskokoverestä	binary
NA	54273	s-yer3ab**	titre
NA	183	l-baso%	binary
NA	473	p-adam13	%
NA	8112	hba1cvieri	mmol/mol
NA	957	s-fusmong	mg/l
NA	8278	vb-hb-co	NA
NA	1358	hematokriitti	%
NA	631433	b-nil	binary
NA	104503	s-igfbp3	binary
NA	9008	b-jcab	NA
NA	624	"s-immunoglob	kevyetketjut
NA	4113	p-fidd-poc	binary
NA	36520	"sentromeeri	vasta-aineet(ena-jatko"
NA	10123	sinkki	µmol/l
NA	614898	b-ko/adp1	binary
NA	3414	s-ca-12-5	u/ml
NA	9110	s-thevulg	mg/l
NA	323	hirssi	u/ml
NA	3098330	du-iglcl	binary
NA	4095	"s-borreliaburgdorferii	iggvasta-aineet"
NA	3587	p-ca15-3	binary
NA	487	b-tromb	binary
NA	2104147	s-metmal	nmol/l
NA	9055	s-bp180ab	u/ml
NA	2967	"s-virus	vasta-aineet
NA	624238	s-metnef	nmol/l
NA	21673	busulflaus	binary
NA	1168	"b-basofiilit	absoluuttiset"
NA	9309	s-suoli	binary
NA	2207	s-maitab	binary
NA	628112	b-ohbutvt	mmol/l
NA	604930	l-sauv	binary
NA	10705	60mgh	µg/l
NA	10164	s-rarah9e	u/ml
NA	631435	b-tb2	binary
NA	3008392	-ca12-5	u/ml
NA	615932	p-fx	binary
NA	6432	"s-kolesteroli	lowdensitylipoproteiinit(paketti)"
NA	10361	u-etsct	ng/ml
NA	10705	30mgh	µg/l
NA	4381	__-baktnho	binary
NA	45332	-krea	µmol/l
NA	852	p-glukl40	mmol/l
NA	7354146	p-apcres	form
NA	7332	s-rprup4e	u/ml
NA	12510	"b-fosfatidyylietanoli	verestä(pi)"
NA	9261	"s-testosteroni	vapaa"
NA	4165	s-salmaba	titre
NA	1920	p-fii-d	binary
NA	2493	u-porf-o	binary
NA	9126	s-karni-v	µmol/l
NA	4425	"p-lupusantikoagulantti	aptt"
NA	207	f-candvi	binary
NA	61	a-be	binary
NA	1665340	s-ruocome	binary
NA	623181	-inabrsv	binary
NA	14524	s-borabmvosat.	au/ml
NA	720	u-eryt***	binary
NA	7193	s-spho3ry	u/ml
NA	777	testosteroni	nmol/l
NA	6578	s-sertoab	binary
NA	2672624	s-afmuut	u/l
NA	14059	u-lieriöt	binary
NA	851	p-glukl20	mmol/l
NA	119	s-testo-vl	NA
NA	1000977	maito	u/ml
NA	21049	vekapak3	binary
NA	8940	-resnho	binary
NA	4484	-hiv1nh	u/ml
NA	4002146	pt-krea-cl	NA
NA	9132	s-albimm	g/l
NA	2459	s-psol-ab	u/ml
NA	10558	s-mi-2	u/ml
NA	3949	s-halop	binary
NA	603321	u-opiaact	binary
NA	12280	"fibriinind-dimeerit	vieritestikokoverestä"
NA	10673	f-hemoglobiiniihmisen	binary
NA	9086	s-rvesv5e	u/ml
NA	4004235	s-hcg-b-v	pmol/l
NA	3964	"klotsapiini	seerumi"
NA	304	pistaasi	binary
NA	7096	"s-soija	igevasta-aineet"
NA	8082	s-infbcf	NA
NA	21982	b-ctitem	binary
NA	5626	s-rarah8e	u/ml
NA	2581	retikulosyytit(2581b-retik)	binary
NA	7354102	"s-d-1-1	2"
NA	632692	s-koivue	u/ml
NA	21088	"f-bakteeri	viljelyjanukleiinihaponosoitus(kval)ulosteesta"
NA	5727	"immunoglobuliinie	suun.seul.fx5
NA	6098	s-sulfabm	binary
NA	2035	s-gh	binary
NA	4113PIKA	"p-fibriinidimeerit	pika"
NA	21013	b-6-tgn	NA
NA	45139	cb-be	NA
NA	101533	ab-hbo2sat	%
NA	10298	s-ye-col3	titre
NA	620678	fp-aldos	pmol/l
NA	4520	"p-tromboplastiiniaika	inr-tulos"
NA	101037	fs-aldos-p	pmol/l
NA	8761	s-greippe	u/ml
NA	4095	"s-borreliaburgdorferi	iggvasta-aineet"
NA	647617	b-peth	binary
NA	10360	u-etgct	ng/ml
NA	609981	d.pteronys	binary
NA	349	u-lieriöt	NA
NA	3319	s-salm-abm	titre
NA	2555	s-cashewe	u/ml
NA	850	p-glukl0	mmol/l
NA	8936	s-nortrip	nmol/l
NA	10173	b-panp-d	binary
NA	9074	s-testov%	%
NA	610033	f-cldiseul	binary
NA	3313	"s-bordetellapertussis	igm-vasta-aineet"
NA	10652	s-ck-tot	u/l
NA	54968	"hepatiittia-virus	kokonaisvasta-aineet"
NA	624338	pt-apri	NA
NA	2651100	-infbnho	binary
NA	45989	u-lierla	binary
NA	384	li-igg	NA
NA	5247	s-pistaae	u/ml
NA	1101	antistreptolysiini/reumapa(s-ast)	binary
NA	20882	NA	u/ml
NA	631434	b-tb1	binary
NA	600472	s-salmabm	binary
NA	5015	"s-allige	kala(turska)/fisk(torsk)"
NA	50041	cb-standardibikarbonaatti	mmol/l
NA	6002733	s-teofy	binary
NA	628985	120mgluk	mmol/l
NA	690	sy-muut	NA
NA	4206	"u-chlamydiatrachomatis	nukleiinihappo"
NA	507	"s-pölyerittely	igevasta-aineet"
NA	6299	"gliadiinipeptidit	deamidoidut
NA	3681	s-valproaatti	µmol/l
NA	18903	ub-ly	e9/l
NA	10041	s-evircf	titre
NA	518	ruoka-ss	u/ml
NA	9063	"-influenssaa-virus	hoitoyksikkö
NA	1337	"s-epstein-barrvirus	abmvasta-aineet"
NA	8549	u-fenta-o	binary
NA	1335	"epstein-barrinvirus	vasta-aineet"
NA	8909	b-mody-d	binary
NA	8372	la-leuk	binary
NA	1106339	pt-niveluÄ	mu/l
NA	600473	s-salmaba	binary
NA	12127	s-testotot	nmol/l
NA	1629831	s-borabgv	au/ml
NA	2027	s-karbamatsepiini	µmol/l
NA	5006	s-pujoe	binary
NA	2338	"metanefriinijanormetanefriini	seerumista"
NA	41	"s-testosteroni	vapaa(pi)"
NA	106	s-gråbo	NA
NA	1004416	infbag	binary
NA	6427	s-triglyseridit(paketti)	mmol/l
NA	12750	"streptococcusagalactiae(b)	nukleiinihaponosoitus
NA	5191	"s-eläinerittely	igevasta-aineet"
NA	8078	-hyytlau	binary
NA	11171	u-bakt	NA
NA	588	p-psa-t	binary
NA	383	u-epit	NA
NA	632692	s-koivue	binary
NA	4617	"p-natriureettinenpeptidi	b-tyypinn-termin.prop"
NA	4612	u-ghbct	binary
NA	8274	vb-ahco3	binary
NA	9083	f-kystat	binary
NA	1506	__-gcvi	binary
NA	10076	s-pöly-s	u/ml
NA	X2474	"b-perusverenkuvajatrombosyytit	paketti"
NA	2566	fs-rauta	binary
NA	622791	p-vwf-akt	binary
NA	3000446	s-altalte	u/ml
NA	5597072	f-difrnho	binary
NA	12481	6-metyylimerkaptopuriini	pmol/02ml
NA	318	van	binary
NA	4464	b-tnt-o	µg/l
NA	7002	f-ehisnho	binary
NA	2102396	ns-neut	binary
NA	3491	-anaerobibakteeriviljely	binary
NA	411	"b-fv-japrotrombiinigeenit	dna-tutkimus"
NA	50550	pt-asat/trombosyytit-indeksi	NA
NA	6027	"fp-lipidit	paketti(kol
NA	8023	c-anca	titre
NA	20542	se-virts-o	binary
NA	572	s-lymadet	u/ml
NA	8515	cu-osmol	mosm/kgh2o
NA	VI3815	"s-hepatiitticvirus	vasta-aineet"
NA	620560	s-pähkier	binary
NA	7368326	-bopanho	binary
NA	615917	u-bubre-0	binary
NA	1806	"vesirokkovirus	igmvasta-aineet(s-vzvabm)"
NA	1940	u-solut*	binary
NA	8277	vb-thb	NA
NA	7368382	s-rcora1e	u/ml
NA	416	b-hkr/por	NA
NA	14002	p-fviiit	binary
NA	9051	b-lym%	binary
NA	9167	s-gh-120m	µg/l
NA	10311	s-afsuoli	u/l
NA	22251_MON	"b-diffi	mon"
NA	6150	b-aripi	mg/l
NA	631479	p-c4	binary
NA	9319	"s-kappa-lambda-suhde	kevytketjut
NA	9468	"estradioli	herkkä"
NA	1431	"fosfaatti	epäorgaaninen(pi)"
NA	2926992	s-ceaver	µg/l
NA	7154	s-pölyer(ent.phadiatop)tykslab	u/ml
NA	11079	"seerumintestosteroni	vapaalaskettu"
NA	4800	"glukoosi-koe	oraalinen
NA	507	"pÖlyerittely(phadiatoperittely)	igevasta-aineet"
NA	571	"s-aspergillusvesicolor	igevasta-aineet"
NA	605812	li-unäkö-s	binary
NA	618049	s-Äit-seul	binary
NA	375	"u-happamuusaste	osatutkperustutkimuksissa"
NA	10477	l-monos-m*	%
NA	1000730	s-vzv-abg	eiu
NA	4003311	s-bopeaba	iu/ml
NA	603857	s-koirae	u/ml
NA	6173	mycobakteriumtuberculosis-herkistyneet	binary
NA	279	s-alkalinenfosfataasi(afos-isvaletietue)	u/l
NA	7028935	s-metnef	nmol/l
NA	102338_2	"s-metnor	s-normet"
NA	8382	-ro52ssa	binary
NA	5035	"s-allige	soijapapu/sojaböna"
NA	9577	huumeseulonta4(u-huum4a)	binary
NA	50557	pt-fibrosis-4	NA
NA	9233	u-huumeseulonta(kval)	form
NA	14025	s-maufx72	u/ml
NA	6406	"s-tyreoideaperoksidaasi	vasta-aineet(pi)"
NA	8314	s-evircf	binary
NA	1178	"u-bentsodiatsepiinit	kvalitatiivinen"
NA	623663	s-c-pept	binary
NA	11613	NA	µg/l
NA	22251_EOS	"b-diffi	eos"
NA	9162	s-gh-0m	µg/l
NA	1336	"s-epstein-barrvirus	abgvasta-aineet"
NA	601028	s-chtrabg	binary
NA	9130	s-hasspek	binary
NA	7090	immunoglobuliinie(ruis)	binary
NA	4078809	b-peth	binary
NA	7010434	s-tsh-peg	mu/l
NA	5141	"bilirubiini	muupunktioneste"
NA	23303	"pähkinäerittelyjakomponentit	ige-vasta-aineet"
NA	512	jyrsijät	u/ml
NA	6430	"s-kolesteroli	highdensitylipoproteiinit(paketti)"
NA	18906	ub-baso	e9/l
NA	8645	f-bakteerijatkoviljely(ko)	binary
NA	10345	ab-ca-ion	NA
NA	1881	u-kemseup	NA
NA	2295	u-l��ke-o	binary
NA	9610	fp-k-vit	µg/l
NA	10072	s-malasee	u/ml
NA	992	s-mehmyre	u/ml
NA	8956	s-mkomp-1*	g/l
NA	630232	s-borabgjt	binary
NA	143	s-testovl	pmol/l
NA	16567	p-ca*	mmol/l
NA	9261	"amfetamiinit	barbituraatit
NA	330	b-eosinofiilit%ot	%
NA	3002141	du-krea	mmol
NA	6428	s-kolesteroli(paketti)	mmol/l
NA	603116	b-mono	binary
NA	619284	bokanho	binary
NA	11883	luusto-is	binary
NA	9200	"retikulosyytit	tuotantoindeksi"
NA	60	"s-proteiini	osatutk2522"
NA	2516	"s-proteiini	fraktiot"
NA	9131	s-a-vit	µmol/l
NA	4426	"lupusantikoagulantti	ptt"
NA	477	s-passhee	u/ml
NA	4151	s-mypnabm**	binary
NA	3836	s-hasspäe	u/ml
NA	8823	c6-ind	NA
NA	10109	-igg	binary
NA	10172	s-timospe	binary
NA	20347	-leisnho	binary
NA	515	"s-toxoplasma	vasta-aineet(cf)"
NA	1673	immunoglobuliinie	u/ml
NA	3001342	li-eryt-3	binary
NA	104449	p-ps	binary
NA	9220	vb-be	NA
NA	10151	b-fvfii-d	binary
NA	51	"influenssavirusa	va:tcf/virus
NA	603662	l-liuska	binary
NA	350	u-bakt*	binary
NA	8512	b-glukhoi	mmol/
NA	1608	"hepatitisbvirus	s-antigeeni
NA	609143	s-t4-vdi	binary
NA	9393	s-laktaattidehydrogenaasi2(s-ld-is)	%
NA	103648_8	"cb-vekaas	k+"
NA	600637	p-fv	binary
NA	8737	s-tosilit	mg/l
NA	2203	b-la*	mm/h
NA	9394	s-laktaattidehydrogenaasi3(s-ld-is)	%
NA	1606	s-hbcab*	binary
NA	9015	s-if-ab	au/ml
NA	630451	s-kookpäe	binary
NA	22251_BAS	"b-diffi	bas"
NA	21510	nu-kporf1	nmol/l
NA	1028	s-albumiiniosatutkimus	g/l
NA	6001554	p-hb	binary
NA	17238	pd-na1p	mmol/l
NA	3967437	pt-apri	NA
NA	12435	u-opiaa-o*****	binary
NA	651658	s-rarah2e	binary
NA	616896	s-d2-25	nmol/l
NA	4410	"hyytymistekijävgeeni	dna-tutkimus"
NA	10122	p-gluk2h	mmol/l
NA	103815	s-hcvabg	binary
NA	tftADY	alaraajojendynaaminenlihasvoima	NA
NA	4744	"s-syklinencitrullinoitupeptidi	vasta-aine"
NA	9199	"fs-kolesteroli	lowdensitylipoproteiinit
NA	791	120mgh	µg/l
NA	1625391	s-beta2	binary
NA	9949	rhodotorulaglutinis	binary
NA	920	s-pm-s100	binary
NA	5237	s-gdomese	u/ml
NA	6937	lÄhetefysikaaliseenhoitoon	NA
NA	11178	u-bendi-o*****	binary
NA	419	"pujonsiitepÖly	igevasta-aineet"
NA	4013745	s-mg-ion	mmol/l
NA	342	bla	NA
NA	9566	"keramidit	sydänkohtausriskitesti"
NA	54226	"s-infektioseulonta	raskaudenaikainen"
NA	1471	vp-gluk-3h	mmol/l
NA	10753	"b-eosinofiilit	b-diffiosatutkimus"
NA	8494	b-arpkd-d	binary
NA	8699	s-norbupr	µg/l
NA	488	s-hiirie	u/ml
NA	17233	pd-prot1p	mg/l
NA	876	asetoniaineet(kval)	NA
NA	20077	s-kallihe	u/ml
NA	619679	-inabnho	binary
NA	21047	bm-hembio	binary
NA	9129	u-paras-o	binary
NA	654800	s-testoms	nmol/l
NA	10591	s-cer2	µmol/l
NA	43	b-lymf**	binary
NA	103648_4	"cb-vekaas	chco3"
NA	67	s-äitiseulanosatutkimus	binary
NA	23110	bm-alkudna	binary
NA	7070	immunoglobuliinimaapähkinä	u/ml
NA	2782	p-trombiiniaika	NA
NA	625326	f-paranho	binary
NA	504	sy-leuk	NA
NA	8053	p-c2	%
NA	606758	p-fix	binary
NA	9336	s-w-06.7	titre
NA	17226	pd-krea4p	µmol/l
NA	9064	pistaasi	u/ml
NA	9875	s-om5glie	u/ml
NA	618196	sa-korsol	binary
NA	6141	"f-clostridiumdifficile	toksigeeni
NA	603985	koll/adr	binary
NA	54143	s-clteabg	iu/ml
NA	10217	s-hasspek	u/ml
NA	10474	b-erytnbl	NA
NA	2650	"solut	aspiraatti"
NA	6431	p-kol-hdl**	mmol/l
NA	3141	pf-amyl	NA
NA	8296	p-c5	binary
NA	1920	"b-protrombiinigeeni	dna-tutkimus"
NA	627540	s-metnef	nmol/l
NA	242	di-leuk	e6/l
NA	630454	s-mantele	binary
NA	630453	s-parapäe	binary
NA	103648_6	"cb-vekaas	cso2"
NA	407	kumina	u/ml
NA	9226	"perustutkimus	aivo-selkäydinnesteestä
NA	54228	fl-koh	binary
NA	10158	s-maksa-1	u/l
NA	5050	s-leppäe	u/ml
NA	602671	suolis-is	u/l
NA	2101994	du-k	mmol
NA	7022889	s-k/l-s-v	NA
NA	8022	s-ica	jdfu
NA	7377901	pt-gfrekce	NA
NA	53108	s-porkkae	u/ml
NA	10596	s-cer4/3	µmol/l
NA	21364	s-sertoab	au/ml
NA	609492	s-ebvavi	%
NA	3435	proteiinic	%
NA	251	s-pdtab	binary
NA	12031	u-levyepiteelisolut	u/field
NA	103253	s-igf1	binary
NA	13032	l-cd34	binary
NA	8093	s-adencf	NA
NA	934	s-pl-12	binary
NA	38050	s-fluoks	nmol/l
NA	1332	l-eos%	binary
NA	4420	s-infbabg	eiu
NA	2106334	p-vwf-akt	binary
NA	9238	"s-lehmänmaito	igevasta-aineet"
NA	41304	"asetoniaineet(kval)	vieritutkimus"
NA	2607264	s-puumab	binary
NA	5009	s-koirae	binary
NA	107	b-po2	binary
NA	514783	b-tolu(verentolueeni)	nmol/l
NA	602649	vehnjae	binary
NA	182	ab-be(b)	binary
NA	4644	b-cln3-d	binary
NA	teLII	liikunta	aktiivi
NA	7059	s-hernee	form
NA	23760	natrium	mmol
NA	606757	p-vwf-ag	binary
NA	17221	pd-urea4p	mmol/l
NA	8535	p-ca++hoi	µmol/l
NA	648	af-eryt	NA
NA	103939	p-fidd-ospkl	binary
NA	10054802	s-timospe	u/ml
NA	622427	s-pölyry	u/ml
NA	843	pt-glukr2i	binary
